,X,Y,OBJECTID,NrRNAL,Denominacao,DataRegisto,DataAberturaPublico,Modalidade,NrUtentes,Email,Endereco,CodigoPostal,Freguesia,Concelho,Distrito,lat,lon
49631,-8.66689020516341,41.1673069720491,161040464,52460,Parque da Cidade,2017-07-22,2017-07-24,Moradia,4,jbspimentel@gmail.com,Rua da Vilarinha 531,4100-515,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Porto,Porto,41.167294,-8.666998
49645,-8.60327978573424,41.1466989510708,161040478,57814,WARMLY PORTO,2017-10-06,2020-03-25,Apartamento,4,ruis@themajordhome.com,Rua Rua Santo Ildefonso 231 2 Trase. Dto,4000-470,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146728,-8.6033
49647,-8.60327978573424,41.1466989510708,161040480,57816,Lifestyle Studio in Porto by BnBird,2017-10-06,2017-10-06,Apartamento,2,info@bnbird.com,Rua Rua Santo Ildefonso 231 2 Tra ESq,4000-470,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146728,-8.6033
49663,-8.59797469858561,41.1459654975474,161040496,57932,Áries ,2017-10-09,2016-09-22,Apartamento,4,joana.t.g@hotmail.com,Avenida Avenida Rodrigues de Freitas 114A 5 Dto,4000-416,Bonfim,Porto,Porto,41.14605,-8.59796
49683,-8.62037874285699,41.1485603792928,161040516,58047,THE FLAT,2017-10-11,2021-09-20,Apartamento,4,an.unipessoal@gmail.com,Rua Rua Professor Jaime Rios de Sousa 10 3,4050-309,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.148582,-8.620408
49704,-8.61568328839278,41.1427564789229,161040537,58166,Bolomonte Apartments II,2017-10-13,2017-10-13,Apartamento,4,sofianoa@gmail.com,Rua Rua Belomonte 20 2 Frt,4050-096,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142791,-8.61569
49708,-8.61673192865485,41.1492873499795,161040541,58199,Casa de Hospedes do Carregal,2017-10-13,2017-10-13,EstabelecimentoHospedagem,17,titinhapt@hotmail.com,Travessa do Carregal  137,4050-167,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.149316,-8.616698
49729,-8.60219839020198,41.1435211910089,161040562,78505,Oporto4all Fontainhas,2018-07-21,2018-07-25,Apartamento,2,david.cruz69@gmail.com,1ª Rua Rua das Fontainhas 36 R/C Frente,4000-237,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143625,-8.602157
49738,-8.67599911585617,41.1537873151231,161040571,78553,Vilamar Foz,2018-07-22,2018-08-01,Moradia,2,vilamar.foz@gmail.com,Rua Rua Cândida Sá de Albergaria 192 Casa 6,4150-183,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Porto,Porto,41.153812,-8.675949
49745,-8.5874242011693,41.1664105539844,161040578,78573,Flamingo Rose,2018-07-23,2018-07-23,Apartamento,4,mamoc@sapo.pt,Rua Rua Vasques de Mesquita 114 2º fração B,4350-337,Campanhã,Porto,Porto,41.166364,-8.587455
49763,-8.6261492624257,41.154157132488,161040596,78688,Henrique Nuno Pignatelli Vasconcelos,2018-07-23,2018-08-01,Apartamento,8,sipeva@mail.telepac.pt,1ª Rua Padre Cruz 168 3.º,4050-219,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.154189,-8.626097
49776,-8.60652930293399,41.1586352661365,161040609,78754,Nomad City Flats,2018-07-24,2018-07-24,Apartamento,4,ab@nomadcityflats.com,Rua Rua Bonjardim 1001 2 Frt,4000-133,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.158683,-8.606598
49777,-8.60652930293399,41.1586352661365,161040610,78755,Nomad City Flats,2018-07-24,2018-07-24,Apartamento,4,ab@nomadcityflats.com,Rua Rua Bonjardim 1001 2 Trs,4000-133,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.158683,-8.606598
49806,-8.60095138845043,41.1482677642678,161040639,78889,Nomad's Netto & Subway - Romantic Terrace ,2018-07-25,2018-07-25,Apartamento,2,info@nomadcityflats.com,Rua Rua Coelho Neto 37 3 Frt,4000-177,Bonfim,Porto,Porto,41.147923,-8.601238
49810,-8.67608206808614,41.1504689577776,161040643,78906,Oporto Foz House next to the Beach,2018-07-25,2018-07-27,Moradia,6,eduardopeixotobarros@gmail.com,Rua Rua Senhora Luz 146  B,4150-693,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Porto,Porto,41.150482,-8.676062
49813,-8.61457849983216,41.1424170005267,161040646,78938,The Corner,2018-07-25,2018-07-31,Apartamento,4,drina188@gmail.com,Rua Doutor Sousa Viterbo 42,4050-593,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142563,-8.614513
49815,-8.60996901593727,41.1596286711373,161040648,78940,Choose Happiness House,2018-07-25,2018-07-25,Apartamento,6,ilda.figueiredo@hotmail.com,1ª Rua Camões  861 4º direito,4050-182,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.159686,-8.610037
49823,-8.6122368703642,41.1468670907527,161040656,68562,Ozawa Apartment  - Almada 91,2018-04-09,2018-04-09,Apartamento,4,ozawa@bbstreet.com,Rua Rua Almada 91 1º B,4050-036,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146884,-8.612385
49850,-8.6127485543433,41.1438500685763,161040683,68712,"SURPRISE RELAX, LDA",2018-04-11,2018-04-02,Apartamento,4,riemcontabilidade@gmail.com,Rua Rua Mouzinho da Silveira 195/197 3 AT+,4050-421,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143904,-8.612804
49859,-8.61213049995309,41.1442530002871,161040692,68745,"SURPRISE RELAX, LDA",2018-04-11,2018-04-02,Apartamento,3,riemcontabilidade@gmail.com,Rua Rua Mouzinho da Silveira 195/197 3 F,4050-421,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143904,-8.612804
49877,-8.62098563028991,41.1532811880612,161040710,68830,"Cozy, Small & Traditional",2018-04-11,2018-04-11,Apartamento,3,carlos_miguel_gomes@hotmail.com,Rua Aníbal Cunha 74 R/C 6A,4050-046,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.153346,-8.620513
49891,-8.60494722149662,41.1465858901509,161040724,68927,Porto Ville Touring II,2018-04-12,2018-11-30,EstabelecimentoHospedagem,4,coliseuville@gmail.com,Rua Rua Passos Manuel 222 4.º Sala 15,4000-382,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146546,-8.604958
49892,-8.59692658204135,41.149220197429,161040725,68928,BONFIM APARTMENTS,2018-04-12,2018-04-17,Apartamento,4,diego.rhumanos@gmail.com,Rua Rua Bonfim 174 3º,4300-066,Bonfim,Porto,Porto,41.149221,-8.596882
49900,-8.61211041452166,41.1511693419872,161040733,68963,Porto Mundi,2018-04-12,2018-04-12,Apartamento,4,porto.mundi@gmail.com,Rua Almada 455-A 1 º B,4050-039,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.151187,-8.612113
49920,-8.60113250048981,41.144640000515,161040753,69079,Douro Maison,2018-04-13,2018-04-14,EstabelecimentoHospedagem,10,douromaison@gmail.com,Rua Rua do Heroismo 5,4000-008,Bonfim,Porto,Porto,41.146946,-8.589294
49934,-8.60026893383751,41.1562497319331,161040767,69161,Island in the Sky,2018-04-16,2018-04-15,Moradia,4,joaoquercus@gmail.com,1ª Rua Anselmo Braancamp 575 Casa 5,4000-080,Bonfim,Porto,Porto,41.156236,-8.600336
49947,-8.59629838836654,41.1578533977349,161040780,69229,ENJOY OPORTO FLAT,2018-04-17,2018-04-17,Apartamento,6,caferestaurantepicasso@gmail.com,Rua Rua Coutinho de Azevedo 193 1º,4000-187,Bonfim,Porto,Porto,41.157811,-8.596368
49954,-8.60353590799815,41.147573008894,161040787,69261,GET LIGHTS AND BOOKS  IN FLAT,2018-04-17,2018-05-01,Apartamento,4,elsa.pereira-6330p@adv.oa.pt,Rua formosa 112 2 2.3,4000-246,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.147597,-8.60351
49983,-8.62652735165068,41.1537657418888,161040816,69414,André Filipe Pereira Vieira,2018-04-18,2018-05-01,Apartamento,2,andrefilipe_vieira@hotmail.com,Rua Rua Júlio Dinis 560 5 E,4050-319,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.153802,-8.626354
49986,-8.61776832937117,41.1498377615505,161040819,69429,Vitral House,2018-04-18,2018-07-05,Moradia,9,josemanuelsaraiva@hotmail.com,1ª Rua Rua Diogo Brandão 18,4050-229,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.149836,-8.617772
50008,-8.60482136123712,41.1533187519382,161040841,69532,Studios Porto Solar,2018-04-19,2018-04-19,Apartamento,3,solarturisticas@gmail.com,Rua Rua Santa Catarina 795/797 1 drt,4000-454,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.153167,-8.604913
50013,-8.61005646513354,41.1560834262499,161040846,69582,Golden Oporto,2018-04-20,2018-05-01,Apartamento,4,pcubal@gmail.com,Rua Rua Camões 467 1 Traseiras,4000-147,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.156064,-8.610173
50043,-8.60560134504212,41.1443115821806,161040876,78955,Porto Central City Heart II,2018-07-25,2018-09-01,Apartamento,3,ana_adelaide@sapo.pt,Rua Rua Alexandre Herculano 328 5º 58,4000-053,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.144392,-8.605593
50046,-8.60219839020198,41.1435211910089,161040879,78974,Oporto4all Fontainhas - E,2018-07-25,2018-08-01,Apartamento,2,sergio.lima.teixeira@gmail.com,1ª Rua Rua das Fontainhas 36 2º Frente,4000-240,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143625,-8.602157
50063,-8.60471514443792,41.1534977123754,161040896,79088,Pedra Antiga,2018-07-26,2018-07-26,Moradia,21,antiga.iberica@sapo.pt,Rua Rua Santa Catarina 830,4000-455,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.153526,-8.604646
50071,-8.61760412991364,41.1516634169408,161040904,79138,Le Rêve Apartments Cedofeita,2018-07-26,2018-07-26,Apartamento,2,info@capimdourado.pt,Rua de Cedofeita  318 1 c,4050-174,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.151662,-8.617589
50073,-8.61760412991364,41.1516634169408,161040906,79140,Le Rêve Apartments Cedofeita,2018-07-26,2018-07-26,Apartamento,4,info@capimdourado.pt,Rua de Cedofeita  318 2 d,4050-174,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.151662,-8.617589
50077,-8.61760412991364,41.1516634169408,161040910,79158,Le Rêve Apartments Cedofeita,2018-07-27,2018-07-27,Apartamento,2,info@capimdourado.pt,Rua de Cedofeita  318 2 e,4050-174,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.151662,-8.617589
50081,-8.58820274677154,41.1494029949317,161040914,79188,NDUSSOLE - Guest House,2018-07-27,2018-07-27,EstabelecimentoHospedagem,10,ruioliveiranorte@gmail.com,Rua Rua Pinto Bessa 188,4300-427,Campanhã,Porto,Porto,41.149569,-8.588135
50095,-8.60506805029225,41.1515974863829,161040928,79242,Santa Catarina Experience in Porto,2018-07-27,2018-07-30,Apartamento,3,info@bnbird.com,Rua Rua Santa Catarina 620 1 Traz,4000-446,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.151667,-8.605004
50112,-8.59656384771952,41.1567790024876,161040945,79355,SÃO GONÇALO HOUSES II,2018-07-30,2018-07-30,Moradia,5,saogoncalohouses@gmail.com,Rua Rua São Gonçalo 4,4000-506,Bonfim,Porto,Porto,41.156796,-8.596496
50118,-8.61530472306069,41.1679237578418,161040951,79374,Ateneu Guest House,2018-07-30,2018-08-31,Moradia,10,gauceme2@gmail.com,Largo Largo São Dinis 64,4250-424,Paranhos,Porto,Porto,41.167958,-8.615194
50141,-8.60742935555987,41.1452669552492,161040974,79490,Porto Apartment Batalha,2018-07-25,2018-08-01,Apartamento,4,geralpt112@gmail.com,Praça da Batalha 108 4,4000-102,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.145242,-8.607456
50142,-8.60824291300031,41.1442684896755,161040975,79491,Fração C - Rua do Cativo n.º 56,2018-07-31,2018-07-31,Apartamento,4,3pedras@3pedras.com,Rua do Cativo 56 2.º,4000-160,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.144326,-8.608206
50145,-8.60824291300031,41.1442684896755,161040978,79507,Fração D - Rua do Cativo n.º 56,2018-07-31,2018-07-31,Apartamento,4,3pedras@3pedras.com,Rua do Cativo 56 3.º,4000-160,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.144326,-8.608206
50175,-8.61093391165529,41.1454540904678,161041008,79658,"Authentic Stay, São Bento 2º Frente",2018-08-01,2018-08-15,Apartamento,2,authentic.stay@gmail.com,Praça Praça Almeida Garrett 24 2º Frente,4000-069,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.14546,-8.611146
50184,-8.60327978573424,41.1466989510708,161041017,79693,Downtown Historic Apartments 1O,2018-08-02,2018-08-03,Apartamento,4,acastro@living4fun.pt,Rua Rua Santo Ildefonso 231 1 O Tras Esq,4000-470,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146728,-8.6033
50186,-8.60884493875091,41.1470048248091,161041019,79707,Teatro Charming House,2018-08-02,2018-09-01,Apartamento,4,alex8bnb@gmail.com,"Rua Rua Sá da Bandeira, 118 118 3 Frt",4000-427,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146999,-8.608796
50196,-8.58622484606044,41.1502191341514,161041029,79743,T2 Campanha C/9,2018-08-02,2018-08-02,Moradia,6,info@oportohost.com,Rua Rua Justino Teixeira 137 casa 9,4300-279,Campanhã,Porto,Porto,41.150275,-8.58648
50218,-8.58273032684165,41.1641379657366,161041051,79890,Chão de Memórias Lda,2018-08-03,2018-08-05,Apartamento,2,fatimavalente@kpf.pt,Rua Rua Jaime Brasil 104 15 15.25,4350-009,Campanhã,Porto,Porto,41.164196,-8.583027
50227,-8.63735925980447,41.1667419507256,161041060,66528,BG Apartments,2018-03-14,2018-04-01,Apartamento,2,vitorh.granja@gmail.com,Rua Rua Direita de Francos 929 1 tras esq,4250-194,Ramalde,Porto,Porto,41.166785,-8.637347
50228,-8.63730975993737,41.1667599511234,161041061,66533,BG Apartments,2018-03-14,2018-04-01,Apartamento,2,vitorh.granja@gmail.com,Rua Rua Direita de Francos 935 rc frente,4250-194,Ramalde,Porto,Porto,41.166797,-8.637307
50229,-8.63730975993737,41.1667599511234,161041062,66535,BG Apartments,2018-03-14,2018-04-01,Apartamento,3,vitorh.granja@gmail.com,Rua Rua Direita de Francos 935 rc  tras esq,4250-194,Ramalde,Porto,Porto,41.166797,-8.637307
50245,-8.61742872846455,41.143016546719,161041078,66628,Taipas Plaza,2018-03-15,2018-03-15,Apartamento,6,pedromiralopes@gmail.com,Rua Rua das Taipas 70 2º Esq Frente,4050-597,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143063,-8.617387
50249,-8.60711307940959,41.1541896122009,161041082,66658,Casa do Poeta,2018-03-15,2018-04-01,Apartamento,10,anaferreira@bskmedical.pt,Rua Rua Raúl Dória 32 1 E,4000-408,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.15405,-8.606984
50252,-8.6204578359245,41.1478174019603,161041085,66676,apartamento rua do rosario ,2018-03-15,2018-03-15,Apartamento,2,lauramsgdias@gmail.com,Rua Rua Rosário 18 3º,4050-519,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.147853,-8.620445
50257,-8.62657414130057,41.1766720632158,161041090,66708,Chale com Jardim,2018-03-16,2018-05-01,Moradia,6,mariaschulz3@gmail.com,1ª Rua Rua Alberto Sampaio 51,4250-026,Ramalde,Porto,Porto,41.176658,-8.626655
50315,-8.60365290727572,41.1475989506297,161041148,66992,Mystay Bolhão,2018-03-20,2018-03-20,Apartamento,2,daniel@izibookings.com,1ª Rua Formosa 120 1 Frente,4000-246,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.147642,-8.603638
50332,-8.6065338295447,41.1499830598832,161041165,67078,Apartment Bolhão Market by Sweet Porto - 103,2018-03-20,2018-03-28,Apartamento,4,harmoniadofuturo.contabilidade@gmail.com,Rua Rua Fernandes Tomás 678 1º Dtº. Tras.,4000-212,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.150024,-8.606446
50342,-8.62078676484557,41.1567412119863,161041175,67126,Varandas da Boavista,2018-03-21,2018-03-22,Apartamento,6,sofialpedroso@gmail.com,Rua Rua Oliveira Monteiro 21 4º Direito,4050-438,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.156763,-8.62086
50358,-8.63071683452268,41.1540197124166,161041191,67235,BOM SUCESSO VILLAS PORTO,2018-03-22,2018-04-07,Apartamento,8,bsvillasporto@gmail.com,Rua Arquiteto Marques da Silva 259 1º DT,4150-484,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.154055,-8.630837
50374,-8.62538718653587,41.1682832660672,161041207,67312,Casa Carvalhido,2018-03-22,2018-03-08,Quartos,5,casacarvalhido@gmail.com,Rua Rua Carvalhido 134 2,4250-100,Paranhos,Porto,Porto,41.16831,-8.625285
50377,-8.61004047601981,41.1564434262137,161041210,67330,Learn Porto Apartement,2018-03-23,2018-03-24,Apartamento,6,jc.flatmanager@gmail.com,1ª Rua Rua de Camões 499 2.2,4000-147,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.156503,-8.6101
50379,-8.61458175173349,41.1514743141897,161041212,67344,Mystay Porto Centro,2018-03-23,2018-03-23,Apartamento,8,daniel@izibookings.com,Praça Coronel Pacheco 33 0,4050-453,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.151614,-8.61458
50381,-8.61806278903647,41.1433114405986,161041214,67360,Virtudes City Lofts,2018-03-23,2018-04-01,Apartamento,3,info@virtudescitylofts.com,Rua Rua Virtudes 24 SL Tras,4050-630,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143366,-8.618009
50388,-8.61004798324065,41.1563264254108,161041221,72267,Camões Refuge,2018-05-21,2018-05-25,Apartamento,3,manuelfonsecabarbosa@gmail.com,Rua Rua Camões 485 Rés Chão,4000-147,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.156306,-8.610105
50394,-8.60801607401802,41.1623116460262,161041227,72315,SunDelight - Relax and Bright apartment,2018-05-21,2018-05-23,Apartamento,3,imoveis@cityplus.pt,Rua Rua Constituição 823 3 Esquerdo,4200-201,Paranhos,Porto,Porto,41.162252,-8.608028
50452,-8.6082433307169,41.1467361453157,161041285,72642,Liiiving in Porto | Luxury Boutique Apartment,2018-05-24,2018-05-24,Apartamento,4,afonso.salcedo@liiiving.com,Beco Beco Passos Manuel 46 2º -,4000-007,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.147075,-8.607879
50467,-8.60959308087235,41.1536244973952,161041300,72726,Trindade Flat w/Great View,2018-05-24,2018-06-01,Apartamento,4,gustavokrueger@gmail.com,Rua Gonçalo Cristóvão 250 6º Frente,4000-265,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.153736,-8.609604
50469,-8.60532992626557,41.1431208484754,161041302,72733,The Bridge Room,2018-05-24,2018-05-24,Quartos,2,joanaisacabral@gmail.com,Rua Rua Duque Loulé 22 4º esq,4000-324,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.14315,-8.605215
50475,-8.6026132456749,41.1509575232221,161041308,72758,B Firmeza Terrace,2018-05-24,2018-05-28,Apartamento,2,dulce_santos00@hotmail.com,Rua Rua Firmeza 105 Cave Direito,4000-228,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.15093,-8.602614
